"","Fishery","SciName","CommName","SpeciesCat","SpeciesCatName","e","alpha","management","MC","implementYear","Year","Catch","Price"
"6478","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2025,8627.0956365576,5689.24843978488
"6479","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2025,12283.4503858655,4184.22571998096
"6480","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2025,6006.22583851121,7794.8057045193
"6481","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2026,8804.00825899771,5589.70593498282
"6482","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2026,12412.3406835835,4146.41813178811
"6483","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2026,6680.49787723746,7105.99903914058
"6484","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2027,8978.18459231163,5495.29008312283
"6485","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2027,12538.0533851867,4110.24307091323
"6486","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2027,7338.71908702778,6548.42625736246
"6487","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2028,9149.51973360488,5405.69693975797
"6488","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2028,12660.6132184393,4075.62218417314
"6489","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2028,7975.19206481528,6091.54524651704
"6490","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2029,9317.91975581419,5320.64345152774
"6491","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2029,12780.0487056115,4042.48142094924
"6492","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2029,8586.53179483912,5712.61230912392
"6493","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2030,9483.30144022685,5239.86582180061
"6494","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2030,12896.39185442,4010.75076136954
"6495","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2030,9174.22158575256,5393.03819978472
"6496","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2031,9645.59197061851,5163.11801795116
"6497","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2031,13009.6778591556,3980.36396389584
"6498","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2031,9771.08816111741,5105.40587258591
"6499","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2032,9804.72859435665,5090.17040697193
"6500","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2032,13119.9448125911,3951.25833079016
"6501","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2032,10331.3777119939,4863.77509146248
"6502","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2033,9960.65825560638,5020.80850745407
"6503","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2033,13227.2334291371,3923.37449006384
"6504","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2033,10854.6279649145,4659.24428660898
"6505","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2034,10113.3372055302,4954.83184716314
"6506","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2034,13331.5867795953,3896.65619263062
"6507","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2034,11341.0040227641,4484.99485843518
"6508","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2035,10262.7305941008,4892.05291650289
"6509","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2035,13433.0500377528,3871.05012349225
"6510","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2035,11791.1871483594,4335.71828100899
"6511","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2036,10408.8120478518,4832.29620911511
"6512","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2036,13531.6702389634,3846.50572588292
"6513","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2036,12206.2693032407,4207.22247081905
"6514","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2037,10551.5632375871,4775.39734171827
"6515","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2037,13627.4960507766,3822.97503738755
"6516","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2037,12587.6565317018,4096.15518676231
"6517","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2038,10690.973439749,4721.20224605496
"6518","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2038,13720.5775555961,3800.41253713028
"6519","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2038,12936.9830218733,3999.80577228626
"6520","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2039,10827.0390948315,4669.56642650545
"6521","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2039,13810.9660452811,3778.77500320327
"6522","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2039,13346.5990551049,3892.84463902972
"6523","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2040,10959.7633659041,4620.35427754243
"6524","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2040,13898.7138275441,3758.02137957352
"6525","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2040,13725.1881548504,3799.30238758269
"6526","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2041,11089.1556999995,4573.43845575626
"6527","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2041,13983.8740439462,3738.11265176709
"6528","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2041,14057.149623104,3721.16285697697
"6529","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2042,11215.2313948144,4528.69930167878
"6530","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2042,14066.5004992435,3719.01173068605
"6531","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2042,14347.4107154943,3655.61278467668
"6532","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2043,11338.0111728777,4486.02430708196
"6533","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2043,14146.6475018053,3700.68334396557
"6534","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2043,14600.5935043768,3600.42790225616
"6535","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2044,11457.5207650607,4445.30762383161
"6536","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2044,14224.3697147853,3683.09393432484
"6537","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2044,14820.9702149547,3553.82975362045
"6538","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2045,11573.790505036,4406.44961073948
"6539","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2045,14299.7220177077,3666.21156440933
"6540","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2045,15012.4429910214,3514.38245351077
"6541","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2046,11686.8549360431,4369.35641518518
"6542","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2046,14372.7593781043,3650.00582766069
"6543","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2046,15178.541491965,3480.91690323403
"6544","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2047,11796.7524310832,4333.93958657481
"6545","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2047,14443.5367328247,3634.44776478707
"6546","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2047,15322.4329696911,3452.47425659755
"6547","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2048,11903.524827449,4300.11571896967
"6548","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2048,14512.1088786295,3619.50978543964
"6549","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2048,15446.9406174009,3428.26312471591
"6550","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2049,12007.2170762981,4267.80612045983
"6551","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2049,14578.5303716671,3605.16559473138
"6552","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2049,15554.5669737441,3407.62674709631
"6553","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2050,12107.8769077916,4236.93650707463
"6554","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2050,14642.8554354318,3591.39012426201
"6555","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2050,15647.5199916423,3390.01750125085
"6556","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2051,12205.5545121609,4207.43671921927
"6557","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2051,14705.1378767986,3578.15946733869
"6558","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2051,15727.7400470984,3374.97689107595
"6559","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2052,12300.3022369095,4179.24045880489
"6560","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2052,14765.4310097301,3565.45081810525
"6561","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2052,15796.9266862539,3362.11967825229
"6562","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2053,12392.17430023,4152.28504540058
"6563","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2053,14823.7875862576,3553.24241431464
"6564","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2053,15856.5643098401,3351.12118406844
"6565","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2054,12481.2265205953,4126.51118988235
"6566","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2054,14880.2597343388,3541.51348349868
"6567","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2054,15907.9462945911,3341.70704437567
"6568","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2055,12567.5160623811,4101.86278418612
"6569","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2055,14934.8989022079,3530.24419230791
"6570","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2055,15952.1972712067,3333.6448822736
"6571","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2056,12651.1011972856,4078.28670589253
"6572","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2056,14987.7558088375,3519.41559881056
"6573","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2056,15990.2934355837,3326.73749433832
"6574","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2057,12732.0410812381,4055.73263648003
"6575","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2057,15038.8804001441,3509.00960755561
"6576","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2057,16023.0808789901,3320.81724197212
"6577","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2058,12810.3955464193,4034.1528921822
"6578","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2058,15088.3218105796,3499.00892721867
"6579","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2058,16051.2919955708,3315.74141013063
"6580","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2059,12886.2249079651,4013.50226647512
"6581","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2059,15136.1283297636,3489.39703066295
"6582","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2059,16075.5600715443,3311.38834839654
"6583","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2060,12959.5897848771,3993.73788330258
"6584","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2060,15182.3473738208,3480.15811725924
"6585","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2060,16096.4321870444,3307.65424908348
"6586","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2061,13030.550934632,3974.81906022163
"6587","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2061,15227.0254611048,3471.27707732023
"6588","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2061,16114.3805744332,3304.45044726594
"6589","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2062,13099.1691009504,3956.70718071858
"6590","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2062,15270.2081919995,3462.73945851474
"6591","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2062,16129.8125803016,3301.70115082975
"6592","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2063,13165.5048741682,3939.3655750077
"6593","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2063,15311.9402325042,3454.53143413679
"6594","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2063,16143.079375437,3299.34152661109
"6595","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2064,13229.6185636387,3922.7594086809
"6596","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2064,15352.2653013209,3446.63977311341
"6597","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2064,16154.4835500688,3297.31608273688
"6598","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"SQ",1,2017,2065,13291.5700815864,3906.85557862852
"6599","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"FMSY",1,2017,2065,15391.226160177,3439.05181164285
"6600","Largehead hairtail single_stock","Trichiurus lepturus","Largehead hairtail",34,"Miscellaneous demersal fishes",-1.15,179546831.904981,"econOpt",1,2017,2065,16164.2857223595,3295.57729834537
"6601","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2016,418185.951311509,1609.15777234011
"6602","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2016,418185.951311509,1609.15777234011
"6603","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"econOpt",1,2017,2016,418185.951311509,1609.15777234011
"6604","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2017,403030.541609161,1661.64806158033
"6605","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2017,150840.728777551,3905.58679861508
"6606","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"econOpt",1,2017,2017,3773.88214061115,96492.8738388852
"6607","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2018,388933.029376623,1713.89908479687
"6608","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2018,155677.015024246,3799.86478600776
"6609","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"econOpt",1,2017,2018,5452.13870187138,70074.0728703399
"6610","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2019,375798.872856592,1765.86946715137
"6611","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2019,160500.474304643,3700.36715512555
"6612","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"econOpt",1,2017,2019,7377.3519882077,53870.8988503679
"6613","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2020,363543.763563281,1817.52030204682
"6614","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2020,165305.046530658,3606.66551913047
"6615","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"econOpt",1,2017,2020,10025.6307221088,41258.9714019734
"6616","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2021,352092.33887681,1868.81510029421
"6617","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2021,170084.903396776,3518.36547209297
"6618","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"econOpt",1,2017,2021,13747.4453303153,31353.9348251387
"6619","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2022,341377.077842794,1919.71973392425
"6620","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2022,174834.465062067,3435.10357007974
"6621","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"econOpt",1,2017,2022,17903.1474082985,24919.9116357943
"6622","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"SQ",1,2017,2023,331337.351236773,1970.20237548667
"6623","Mackerels nei pacific_stock","Scombridae","Mackerels nei",37,"Miscellaneous pelagic fishes",-1.15,2036844432.25298,"FMSY",1,2017,2023,179548.414280559,3356.54460495772
