year,prefecture,fish,value_million_JPY
2008,高知,pollock,0
2008,福岡,pollock,0
2008,佐賀,pollock,0
2008,長崎,pollock,0
2008,熊本,pollock,0
2008,大分,pollock,0
2008,宮崎,pollock,0
2008,鹿児島,pollock,0
2008,沖縄,pollock,0
2009,北海道,pollock,16381
2009,青森,pollock,289
2009,岩手,pollock,228
2009,宮城,pollock,554
2009,秋田,pollock,25
2009,山形,pollock,47
2009,福島,pollock,9
2009,茨城,pollock,0.25
2009,千葉,pollock,0
2009,東京,pollock,0
2009,神奈川,pollock,0
2009,新潟,pollock,36
2009,富山,pollock,10
2009,石川,pollock,4
2009,福井,pollock,0.25
2009,静岡,pollock,0
2009,愛知,pollock,0
2009,三重,pollock,0
2009,京都,pollock,0
2009,大阪,pollock,0
2009,兵庫,pollock,0.25
2009,和歌山,pollock,0
2009,鳥取,pollock,0
2009,島根,pollock,0
2009,岡山,pollock,0
2009,広島,pollock,0
2009,山口,pollock,0
2009,徳島,pollock,0
2009,香川,pollock,0
2009,愛媛,pollock,0
2009,高知,pollock,0
2009,福岡,pollock,0
2009,佐賀,pollock,0
2009,長崎,pollock,0
2009,熊本,pollock,0
2009,大分,pollock,0
2009,宮崎,pollock,0
2009,鹿児島,pollock,0
2009,沖縄,pollock,0
2010,北海道,pollock,14947
2010,青森,pollock,458
2010,岩手,pollock,517
2010,宮城,pollock,434
2010,秋田,pollock,20
2010,山形,pollock,35
2010,福島,pollock,9
2010,茨城,pollock,0.25
2010,千葉,pollock,0
2010,東京,pollock,0
2010,神奈川,pollock,0
2010,新潟,pollock,27
2010,富山,pollock,12
2010,石川,pollock,3
2010,福井,pollock,0.25
2010,静岡,pollock,0
2010,愛知,pollock,0
2010,三重,pollock,0
2010,京都,pollock,0.25
2010,大阪,pollock,0
2010,兵庫,pollock,0.25
2010,和歌山,pollock,0
2010,鳥取,pollock,0.25
2010,島根,pollock,0
2010,岡山,pollock,0
2010,広島,pollock,0
2010,山口,pollock,0
2010,徳島,pollock,0
2010,香川,pollock,0
2010,愛媛,pollock,0
2010,高知,pollock,0
2010,福岡,pollock,0
2010,佐賀,pollock,0
2010,長崎,pollock,0
2010,熊本,pollock,0
2010,大分,pollock,0
2010,宮崎,pollock,0
2010,鹿児島,pollock,0
2010,沖縄,pollock,0
2011,北海道,pollock,11209
2011,青森,pollock,155
2011,岩手,pollock,120
2011,宮城,pollock,130
2011,秋田,pollock,21
2011,山形,pollock,32
2011,福島,pollock,3
2011,茨城,pollock,0.25
2011,千葉,pollock,0
2011,東京,pollock,0
2011,神奈川,pollock,0
2011,新潟,pollock,26
2011,富山,pollock,8
2011,石川,pollock,2
2011,福井,pollock,0.25
2011,静岡,pollock,0
2011,愛知,pollock,0
2011,三重,pollock,0
2011,京都,pollock,0
2011,大阪,pollock,0
2011,兵庫,pollock,0
2011,和歌山,pollock,0
2011,鳥取,pollock,0.25
2011,島根,pollock,0
2011,岡山,pollock,0
2011,広島,pollock,0
2011,山口,pollock,0
2011,徳島,pollock,0
2011,香川,pollock,0
2011,愛媛,pollock,0
2011,高知,pollock,0
2011,福岡,pollock,0
2011,佐賀,pollock,0
2011,長崎,pollock,0
2011,熊本,pollock,0
2011,大分,pollock,0
2011,宮崎,pollock,0
2011,鹿児島,pollock,0
2011,沖縄,pollock,0
2012,北海道,pollock,12728
2012,青森,pollock,174
2012,岩手,pollock,337
2012,宮城,pollock,248
2012,秋田,pollock,13
2012,山形,pollock,18
2012,福島,pollock,0
2012,茨城,pollock,0.25
2012,千葉,pollock,0
2012,東京,pollock,0
2012,神奈川,pollock,0
2012,新潟,pollock,14
2012,富山,pollock,4
2012,石川,pollock,2
2012,福井,pollock,0
2012,静岡,pollock,0
2012,愛知,pollock,0
2012,三重,pollock,0
2012,京都,pollock,0.25
2012,大阪,pollock,0
2012,兵庫,pollock,0.25
2012,和歌山,pollock,0
2012,鳥取,pollock,0.25
2012,島根,pollock,0
2012,岡山,pollock,0
2012,広島,pollock,0
2012,山口,pollock,0
2012,徳島,pollock,0
2012,香川,pollock,0
2012,愛媛,pollock,0
2012,高知,pollock,0
2012,福岡,pollock,0
2012,佐賀,pollock,0
2012,長崎,pollock,0
2012,熊本,pollock,0
2012,大分,pollock,0
2012,宮崎,pollock,0
2012,鹿児島,pollock,0
2012,沖縄,pollock,0
2013,北海道,pollock,11747
2013,青森,pollock,319
2013,岩手,pollock,511
2013,宮城,pollock,266
2013,秋田,pollock,21
2013,山形,pollock,14
2013,福島,pollock,0
2013,茨城,pollock,0.25
2013,千葉,pollock,0
2013,東京,pollock,0
2013,神奈川,pollock,0
2013,新潟,pollock,14
2013,富山,pollock,1
2013,石川,pollock,3
2013,福井,pollock,0.25
2013,静岡,pollock,0
2013,愛知,pollock,0
2013,三重,pollock,0
2013,京都,pollock,0
2013,大阪,pollock,0
2013,兵庫,pollock,0.25
2013,和歌山,pollock,0
2013,鳥取,pollock,0.25
2013,島根,pollock,0
2013,岡山,pollock,0
2013,広島,pollock,0
2013,山口,pollock,0
2013,徳島,pollock,0
2013,香川,pollock,0
2013,愛媛,pollock,0
2013,高知,pollock,0
2013,福岡,pollock,0
2013,佐賀,pollock,0
2013,長崎,pollock,0
2013,熊本,pollock,0
2013,大分,pollock,0
2013,宮崎,pollock,0
2013,鹿児島,pollock,0
2013,沖縄,pollock,0
2014,北海道,pollock,13701
2014,青森,pollock,449
2014,岩手,pollock,525
2014,宮城,pollock,475
2014,秋田,pollock,35
2014,山形,pollock,6
2014,福島,pollock,1
2014,茨城,pollock,0.25
2014,千葉,pollock,0
2014,東京,pollock,0
2014,神奈川,pollock,0
2014,新潟,pollock,12
2014,富山,pollock,0.25
2014,石川,pollock,2
2014,福井,pollock,0
2014,静岡,pollock,0
2014,愛知,pollock,0
2014,三重,pollock,0
2014,京都,pollock,0
2014,大阪,pollock,0
2014,兵庫,pollock,0
2014,和歌山,pollock,0
2014,鳥取,pollock,0.25
2014,島根,pollock,0
2014,岡山,pollock,0
2014,広島,pollock,0
2014,山口,pollock,0
2014,徳島,pollock,0
2014,香川,pollock,0
2014,愛媛,pollock,0
2014,高知,pollock,0
2014,福岡,pollock,0
2014,佐賀,pollock,0
2014,長崎,pollock,0
2014,熊本,pollock,0
2014,大分,pollock,0
2014,宮崎,pollock,0
2014,鹿児島,pollock,0
2014,沖縄,pollock,0
2015,北海道,pollock,15282
2015,青森,pollock,200
2015,岩手,pollock,476
2015,宮城,pollock,365
2015,秋田,pollock,23
2015,山形,pollock,4
2015,福島,pollock,0.25
2015,茨城,pollock,0.25
2015,千葉,pollock,0
2015,東京,pollock,0
2015,神奈川,pollock,NA
2015,新潟,pollock,17
2015,富山,pollock,0.25
2015,石川,pollock,2
2015,福井,pollock,NA
2015,静岡,pollock,0
2015,愛知,pollock,0
2015,三重,pollock,0
2015,京都,pollock,0
2015,大阪,pollock,0
2015,兵庫,pollock,0
2015,和歌山,pollock,0
2015,鳥取,pollock,0.25
2015,島根,pollock,0
2015,岡山,pollock,0
2015,広島,pollock,0
2015,山口,pollock,0
2015,徳島,pollock,0
2015,香川,pollock,0
2015,愛媛,pollock,0
2015,高知,pollock,0
2015,福岡,pollock,0
2015,佐賀,pollock,0
2015,長崎,pollock,0
2015,熊本,pollock,0
2015,大分,pollock,0
2015,宮崎,pollock,0
2015,鹿児島,pollock,0
2015,沖縄,pollock,0
2003,北海道,pufferfish,11
2003,青森,pufferfish,12
2003,岩手,pufferfish,6
2003,宮城,pufferfish,15
2003,秋田,pufferfish,43
2003,山形,pufferfish,17
2003,福島,pufferfish,23
2003,茨城,pufferfish,32
2003,千葉,pufferfish,53
2003,東京,pufferfish,1
2003,神奈川,pufferfish,19
2003,新潟,pufferfish,58
2003,富山,pufferfish,64
2003,石川,pufferfish,140
2003,福井,pufferfish,53
2003,静岡,pufferfish,320
2003,愛知,pufferfish,592
2003,三重,pufferfish,533
2003,京都,pufferfish,11
2003,大阪,pufferfish,0
2003,兵庫,pufferfish,136
2003,和歌山,pufferfish,81
2003,鳥取,pufferfish,19
2003,島根,pufferfish,117
2003,岡山,pufferfish,100
2003,広島,pufferfish,108
2003,山口,pufferfish,382
2003,徳島,pufferfish,246
2003,香川,pufferfish,196
2003,愛媛,pufferfish,679
2003,高知,pufferfish,25
2003,福岡,pufferfish,653
2003,佐賀,pufferfish,67
2003,長崎,pufferfish,491
2003,熊本,pufferfish,146
2003,大分,pufferfish,186
2003,宮崎,pufferfish,117
2003,鹿児島,pufferfish,84
2003,沖縄,pufferfish,0
2004,愛知,pufferfish,314
2004,愛媛,pufferfish,603
2004,茨城,pufferfish,49
2004,岡山,pufferfish,49
2004,沖縄,pufferfish,0
2004,岩手,pufferfish,7
2004,宮崎,pufferfish,140
2004,宮城,pufferfish,14
2004,京都,pufferfish,20
2004,熊本,pufferfish,103
2004,広島,pufferfish,146
2004,香川,pufferfish,103
2004,高知,pufferfish,20
2004,佐賀,pufferfish,81
2004,三重,pufferfish,322
2004,山形,pufferfish,21
2004,山口,pufferfish,536
2004,鹿児島,pufferfish,90
2004,秋田,pufferfish,40
2004,新潟,pufferfish,66
2004,神奈川,pufferfish,21
2004,青森,pufferfish,7
2004,静岡,pufferfish,390
2004,石川,pufferfish,241
2004,千葉,pufferfish,52
2004,大阪,pufferfish,0
2004,大分,pufferfish,119
2004,長崎,pufferfish,357
2004,鳥取,pufferfish,25
2004,島根,pufferfish,58
2004,東京,pufferfish,0
2004,徳島,pufferfish,135
2004,富山,pufferfish,134
2004,福井,pufferfish,60
2004,福岡,pufferfish,688
2004,福島,pufferfish,18
2004,兵庫,pufferfish,112
2004,北海道,pufferfish,12
2004,和歌山,pufferfish,127
2005,愛知,pufferfish,219
2005,愛媛,pufferfish,552
2005,茨城,pufferfish,40
2005,岡山,pufferfish,109
2005,沖縄,pufferfish,0
2005,岩手,pufferfish,7
2005,宮崎,pufferfish,98
2005,宮城,pufferfish,13
2005,京都,pufferfish,25
2005,熊本,pufferfish,99
2005,広島,pufferfish,93
2005,香川,pufferfish,159
2005,高知,pufferfish,27
2005,佐賀,pufferfish,56
2005,三重,pufferfish,245
2005,山形,pufferfish,22
2005,山口,pufferfish,400
2005,鹿児島,pufferfish,54
2005,秋田,pufferfish,25
2005,新潟,pufferfish,68
2005,神奈川,pufferfish,12
2005,青森,pufferfish,6
2005,静岡,pufferfish,216
2005,石川,pufferfish,166
2005,千葉,pufferfish,56
2005,大阪,pufferfish,0
2005,大分,pufferfish,189
2005,長崎,pufferfish,323
2005,鳥取,pufferfish,11
2005,島根,pufferfish,72
2005,東京,pufferfish,0.25
2005,徳島,pufferfish,95
2005,富山,pufferfish,133
2005,福井,pufferfish,62
2005,福岡,pufferfish,897
2005,福島,pufferfish,21
2005,兵庫,pufferfish,86
2005,北海道,pufferfish,13
2005,和歌山,pufferfish,96
2006,北海道,pufferfish,22
2006,青森,pufferfish,9
2006,岩手,pufferfish,6
2006,宮城,pufferfish,20
2006,秋田,pufferfish,38
2006,山形,pufferfish,24
2006,福島,pufferfish,17
2006,茨城,pufferfish,21
2006,千葉,pufferfish,59
2006,東京,pufferfish,0
2006,神奈川,pufferfish,46
2006,新潟,pufferfish,71
2006,富山,pufferfish,119
2006,石川,pufferfish,185
2006,福井,pufferfish,29
2006,静岡,pufferfish,211
2006,愛知,pufferfish,167
2006,三重,pufferfish,243
2006,京都,pufferfish,23
2006,大阪,pufferfish,0
2006,兵庫,pufferfish,97
2006,和歌山,pufferfish,96
2006,鳥取,pufferfish,8
2006,島根,pufferfish,103
2006,岡山,pufferfish,77
2006,広島,pufferfish,89
2006,山口,pufferfish,286
2006,徳島,pufferfish,138
2006,香川,pufferfish,147
2006,愛媛,pufferfish,626
2006,高知,pufferfish,7
2006,福岡,pufferfish,532
2006,佐賀,pufferfish,51
2006,長崎,pufferfish,250
2006,熊本,pufferfish,96
2006,大分,pufferfish,213
2006,宮崎,pufferfish,107
2006,鹿児島,pufferfish,47
2006,沖縄,pufferfish,0
2007,北海道,pufferfish,10
2007,青森,pufferfish,16
2007,岩手,pufferfish,3
2007,宮城,pufferfish,21
2007,秋田,pufferfish,57
2007,山形,pufferfish,12
2007,福島,pufferfish,15
2007,茨城,pufferfish,52
2007,千葉,pufferfish,44
2007,東京,pufferfish,0
2007,神奈川,pufferfish,10
2007,新潟,pufferfish,63
2007,富山,pufferfish,118
2007,石川,pufferfish,91
2007,福井,pufferfish,35
2007,静岡,pufferfish,290
2007,愛知,pufferfish,440
2007,三重,pufferfish,321
2007,京都,pufferfish,37
2007,大阪,pufferfish,21
2007,兵庫,pufferfish,150
2007,和歌山,pufferfish,64
2007,鳥取,pufferfish,14
2007,島根,pufferfish,72
2007,岡山,pufferfish,99
2007,広島,pufferfish,75
2007,山口,pufferfish,536
2007,徳島,pufferfish,132
2007,香川,pufferfish,393
2007,愛媛,pufferfish,432
2007,高知,pufferfish,11
2007,福岡,pufferfish,513
2007,佐賀,pufferfish,79
2007,長崎,pufferfish,344
2007,熊本,pufferfish,112
2007,大分,pufferfish,193
2007,宮崎,pufferfish,82
2007,鹿児島,pufferfish,45
2007,沖縄,pufferfish,0
2008,北海道,pufferfish,13
2008,青森,pufferfish,10
2008,岩手,pufferfish,4
2008,宮城,pufferfish,25
2008,秋田,pufferfish,52
2008,山形,pufferfish,30
2008,福島,pufferfish,16
2008,茨城,pufferfish,32
2008,千葉,pufferfish,41
2008,東京,pufferfish,0
2008,神奈川,pufferfish,52
2008,新潟,pufferfish,58
2008,富山,pufferfish,109
2008,石川,pufferfish,283
2008,福井,pufferfish,65
2008,静岡,pufferfish,333
2008,愛知,pufferfish,503
2008,三重,pufferfish,392
2008,京都,pufferfish,27
2008,大阪,pufferfish,21
2008,兵庫,pufferfish,113
2008,和歌山,pufferfish,72
2008,鳥取,pufferfish,15
2008,島根,pufferfish,320
2008,岡山,pufferfish,111
2008,広島,pufferfish,82
2008,山口,pufferfish,817
2008,徳島,pufferfish,108
2008,香川,pufferfish,594
2008,愛媛,pufferfish,286
2008,高知,pufferfish,13
2008,福岡,pufferfish,508
2008,佐賀,pufferfish,61
2008,長崎,pufferfish,427
2008,熊本,pufferfish,74
2008,大分,pufferfish,253
2008,宮崎,pufferfish,199
2008,鹿児島,pufferfish,40
2008,沖縄,pufferfish,0
2009,北海道,pufferfish,11
2009,青森,pufferfish,12
2009,岩手,pufferfish,5
2009,宮城,pufferfish,18
2009,秋田,pufferfish,35
2009,山形,pufferfish,31
2009,福島,pufferfish,23
2009,茨城,pufferfish,13
2009,千葉,pufferfish,21
2009,東京,pufferfish,0
2009,神奈川,pufferfish,63
2009,新潟,pufferfish,63
2009,富山,pufferfish,53
2009,石川,pufferfish,172
2009,福井,pufferfish,36
2009,静岡,pufferfish,259
2009,愛知,pufferfish,373
2009,三重,pufferfish,268
2009,京都,pufferfish,7
2009,大阪,pufferfish,14
2009,兵庫,pufferfish,90
2009,和歌山,pufferfish,62
2009,鳥取,pufferfish,9
2009,島根,pufferfish,115
2009,岡山,pufferfish,86
2009,広島,pufferfish,62
2009,山口,pufferfish,708
2009,徳島,pufferfish,104
2009,香川,pufferfish,340
2009,愛媛,pufferfish,300
2009,高知,pufferfish,11
2009,福岡,pufferfish,421
2009,佐賀,pufferfish,33
2009,長崎,pufferfish,310
2009,熊本,pufferfish,80
2009,大分,pufferfish,137
2009,宮崎,pufferfish,60
2009,鹿児島,pufferfish,43
2009,沖縄,pufferfish,0
2010,北海道,pufferfish,9
2010,青森,pufferfish,9
2010,岩手,pufferfish,5
2010,宮城,pufferfish,24
2010,秋田,pufferfish,17
2010,山形,pufferfish,17
2010,福島,pufferfish,28
2010,茨城,pufferfish,22
2010,千葉,pufferfish,30
2010,東京,pufferfish,0
2010,神奈川,pufferfish,11
2010,新潟,pufferfish,81
2010,富山,pufferfish,59
2010,石川,pufferfish,221
2010,福井,pufferfish,22
2010,静岡,pufferfish,271
2010,愛知,pufferfish,301
2010,三重,pufferfish,326
2010,京都,pufferfish,15
2010,大阪,pufferfish,14
2010,兵庫,pufferfish,57
2010,和歌山,pufferfish,61
2010,鳥取,pufferfish,9
2010,島根,pufferfish,136
2010,岡山,pufferfish,172
2010,広島,pufferfish,61
2010,山口,pufferfish,519
2010,徳島,pufferfish,101
2010,香川,pufferfish,509
2010,愛媛,pufferfish,312
2010,高知,pufferfish,7
2010,福岡,pufferfish,292
2010,佐賀,pufferfish,56
2010,長崎,pufferfish,288
2010,熊本,pufferfish,77
2010,大分,pufferfish,186
2010,宮崎,pufferfish,64
2010,鹿児島,pufferfish,33
2010,沖縄,pufferfish,0
2011,北海道,pufferfish,11
2011,青森,pufferfish,5
2011,岩手,pufferfish,2
2011,宮城,pufferfish,16
2011,秋田,pufferfish,20
2011,山形,pufferfish,29
2011,福島,pufferfish,10
2011,茨城,pufferfish,11
2011,千葉,pufferfish,39
2011,東京,pufferfish,0
2011,神奈川,pufferfish,16
2011,新潟,pufferfish,54
2011,富山,pufferfish,76
2011,石川,pufferfish,297
2011,福井,pufferfish,38
2011,静岡,pufferfish,236
2011,愛知,pufferfish,293
2011,三重,pufferfish,197
2011,京都,pufferfish,30
2011,大阪,pufferfish,15
2011,兵庫,pufferfish,63
2011,和歌山,pufferfish,66
2011,鳥取,pufferfish,6
2011,島根,pufferfish,123
2011,岡山,pufferfish,47
2011,広島,pufferfish,63
2011,山口,pufferfish,495
2011,徳島,pufferfish,85
2011,香川,pufferfish,613
2011,愛媛,pufferfish,266
2011,高知,pufferfish,6
2011,福岡,pufferfish,365
2011,佐賀,pufferfish,57
2011,長崎,pufferfish,352
2011,熊本,pufferfish,101
2011,大分,pufferfish,87
2011,宮崎,pufferfish,48
2011,鹿児島,pufferfish,44
2011,沖縄,pufferfish,0
2012,北海道,pufferfish,18
2012,青森,pufferfish,5
2012,岩手,pufferfish,8
2012,宮城,pufferfish,17
2012,秋田,pufferfish,21
2012,山形,pufferfish,24
2012,福島,pufferfish,0
2012,茨城,pufferfish,19
2012,千葉,pufferfish,48
2012,東京,pufferfish,0
2012,神奈川,pufferfish,18
2012,新潟,pufferfish,66
2012,富山,pufferfish,90
2012,石川,pufferfish,187
2012,福井,pufferfish,34
2012,静岡,pufferfish,193
2012,愛知,pufferfish,277
2012,三重,pufferfish,192
2012,京都,pufferfish,27
2012,大阪,pufferfish,19
2012,兵庫,pufferfish,51
2012,和歌山,pufferfish,61
2012,鳥取,pufferfish,6
2012,島根,pufferfish,81
2012,岡山,pufferfish,62
2012,広島,pufferfish,45
2012,山口,pufferfish,434
2012,徳島,pufferfish,97
2012,香川,pufferfish,514
2012,愛媛,pufferfish,237
2012,高知,pufferfish,9
2012,福岡,pufferfish,307
2012,佐賀,pufferfish,38
2012,長崎,pufferfish,245
2012,熊本,pufferfish,64
2012,大分,pufferfish,99
2012,宮崎,pufferfish,55
2012,鹿児島,pufferfish,40
2012,沖縄,pufferfish,0
2013,北海道,pufferfish,16
2013,青森,pufferfish,14
2013,岩手,pufferfish,14
2013,宮城,pufferfish,29
2013,秋田,pufferfish,17
2013,山形,pufferfish,15
2013,福島,pufferfish,0
2013,茨城,pufferfish,9
2013,千葉,pufferfish,62
2013,東京,pufferfish,0.25
2013,神奈川,pufferfish,15
2013,新潟,pufferfish,60
2013,富山,pufferfish,55
2013,石川,pufferfish,137
2013,福井,pufferfish,30
2013,静岡,pufferfish,223
2013,愛知,pufferfish,201
2013,三重,pufferfish,189
2013,京都,pufferfish,22
2013,大阪,pufferfish,27
2013,兵庫,pufferfish,86
2013,和歌山,pufferfish,49
2013,鳥取,pufferfish,8
2013,島根,pufferfish,88
2013,岡山,pufferfish,50
2013,広島,pufferfish,49
2013,山口,pufferfish,418
2013,徳島,pufferfish,96
2013,香川,pufferfish,379
2013,愛媛,pufferfish,227
2013,高知,pufferfish,9
2013,福岡,pufferfish,330
2013,佐賀,pufferfish,31
2013,長崎,pufferfish,321
2013,熊本,pufferfish,90
2013,大分,pufferfish,119
2013,宮崎,pufferfish,56
2013,鹿児島,pufferfish,46
2013,沖縄,pufferfish,0
2014,北海道,pufferfish,25
2014,青森,pufferfish,23
2014,岩手,pufferfish,10
2014,宮城,pufferfish,30
2014,秋田,pufferfish,20
2014,山形,pufferfish,16
2014,福島,pufferfish,0
2014,茨城,pufferfish,34
2014,千葉,pufferfish,42
2014,東京,pufferfish,0
2014,神奈川,pufferfish,45
2014,新潟,pufferfish,57
2014,富山,pufferfish,56
2014,石川,pufferfish,171
2014,福井,pufferfish,33
2014,静岡,pufferfish,166
2014,愛知,pufferfish,200
2014,三重,pufferfish,249
2014,京都,pufferfish,20
2014,大阪,pufferfish,21
2014,兵庫,pufferfish,48
2014,和歌山,pufferfish,50
2014,鳥取,pufferfish,4
2014,島根,pufferfish,141
2014,岡山,pufferfish,40
2014,広島,pufferfish,32
2014,山口,pufferfish,358
2014,徳島,pufferfish,27
2014,香川,pufferfish,372
2014,愛媛,pufferfish,146
2014,高知,pufferfish,6
2014,福岡,pufferfish,298
2014,佐賀,pufferfish,37
2014,長崎,pufferfish,211
2014,熊本,pufferfish,93
2014,大分,pufferfish,84
2014,宮崎,pufferfish,59
2014,鹿児島,pufferfish,31
2014,沖縄,pufferfish,0
2015,北海道,pufferfish,55
2015,青森,pufferfish,21
2015,岩手,pufferfish,15
2015,宮城,pufferfish,32
2015,秋田,pufferfish,28
2015,山形,pufferfish,25
2015,福島,pufferfish,0.25
2015,茨城,pufferfish,31
2015,千葉,pufferfish,44
2015,東京,pufferfish,0
2015,神奈川,pufferfish,49
2015,新潟,pufferfish,48
2015,富山,pufferfish,55
2015,石川,pufferfish,225
2015,福井,pufferfish,55
2015,静岡,pufferfish,309
2015,愛知,pufferfish,293
2015,三重,pufferfish,192
2015,京都,pufferfish,45
2015,大阪,pufferfish,19
2015,兵庫,pufferfish,39
2015,和歌山,pufferfish,58
2015,鳥取,pufferfish,5
2015,島根,pufferfish,462
2015,岡山,pufferfish,46
2015,広島,pufferfish,36
2015,山口,pufferfish,392
2015,徳島,pufferfish,24
2015,香川,pufferfish,368
2015,愛媛,pufferfish,214
2015,高知,pufferfish,10
2015,福岡,pufferfish,326
2015,佐賀,pufferfish,29
2015,長崎,pufferfish,113
2015,熊本,pufferfish,68
2015,大分,pufferfish,93
2015,宮崎,pufferfish,63
2015,鹿児島,pufferfish,54
2015,沖縄,pufferfish,0
2003,北海道,rays,741
2003,青森,rays,4
2003,岩手,rays,5
2003,宮城,rays,3
2003,秋田,rays,5
2003,山形,rays,6
2003,福島,rays,10
2003,茨城,rays,4
2003,千葉,rays,2
2003,東京,rays,5
2003,神奈川,rays,1
2003,新潟,rays,26
2003,富山,rays,1
2003,石川,rays,13
2003,福井,rays,1
2003,静岡,rays,0.25
2003,愛知,rays,6
2003,三重,rays,3
2003,京都,rays,1
2003,大阪,rays,2
2003,兵庫,rays,22
2003,和歌山,rays,1
2003,鳥取,rays,1
2003,島根,rays,37
2003,岡山,rays,4
2003,広島,rays,9
2003,山口,rays,53
2003,徳島,rays,3
2003,香川,rays,4
2003,愛媛,rays,28
2003,高知,rays,2
2003,福岡,rays,76
2003,佐賀,rays,2
2003,長崎,rays,41
2003,熊本,rays,8
2003,大分,rays,13
2003,宮崎,rays,0.25
2003,鹿児島,rays,4
2003,沖縄,rays,1
2004,愛知,rays,5
2004,愛媛,rays,25
2004,茨城,rays,4
2004,岡山,rays,3
2004,沖縄,rays,1
2004,岩手,rays,3
2004,宮崎,rays,1
2004,宮城,rays,3
2004,京都,rays,1
2004,熊本,rays,6
2004,広島,rays,7
2004,香川,rays,5
2004,高知,rays,1
2004,佐賀,rays,1
2004,三重,rays,1
2004,山形,rays,6
2004,山口,rays,47
2004,鹿児島,rays,3
2004,秋田,rays,9
2004,新潟,rays,25
2004,神奈川,rays,1
2004,青森,rays,12
2004,静岡,rays,0.25
2004,石川,rays,13
2004,千葉,rays,2
2004,大阪,rays,4
2004,大分,rays,11
2004,長崎,rays,30
2004,鳥取,rays,1
2004,島根,rays,32
2004,東京,rays,1
2004,徳島,rays,2
2004,富山,rays,1
2004,福井,rays,1
2004,福岡,rays,68
2004,福島,rays,11
2004,兵庫,rays,11
2004,北海道,rays,585
2004,和歌山,rays,2
2005,愛知,rays,4
2005,愛媛,rays,35
2005,茨城,rays,3
2005,岡山,rays,3
2005,沖縄,rays,0.25
2005,岩手,rays,5
2005,宮崎,rays,0.25
2005,宮城,rays,3
2005,京都,rays,1
2005,熊本,rays,8
2005,広島,rays,11
2005,香川,rays,6
2005,高知,rays,1
2005,佐賀,rays,1
2005,三重,rays,3
2005,山形,rays,7
2005,山口,rays,50
2005,鹿児島,rays,3
2005,秋田,rays,10
2005,新潟,rays,24
2005,神奈川,rays,4
2005,青森,rays,5
2005,静岡,rays,0.25
2005,石川,rays,14
2005,千葉,rays,1
2005,大阪,rays,4
2005,大分,rays,14
2005,長崎,rays,21
2005,鳥取,rays,1
2005,島根,rays,23
2005,東京,rays,0
2005,徳島,rays,2
2005,富山,rays,1
2005,福井,rays,1
2005,福岡,rays,64
2005,福島,rays,20
2005,兵庫,rays,11
2005,北海道,rays,647
2005,和歌山,rays,1
2006,北海道,rays,682
2006,青森,rays,1
2006,岩手,rays,4
2006,宮城,rays,3
2006,秋田,rays,17
2006,山形,rays,9
2006,福島,rays,15
2006,茨城,rays,2
2006,千葉,rays,1
2006,東京,rays,0
2006,神奈川,rays,9
2006,新潟,rays,19
2006,富山,rays,1
2006,石川,rays,8
2006,福井,rays,1
2006,静岡,rays,0.25
2006,愛知,rays,4
2006,三重,rays,2
2006,京都,rays,2
2006,大阪,rays,3
2006,兵庫,rays,10
2006,和歌山,rays,0.25
2006,鳥取,rays,1
2006,島根,rays,21
2006,岡山,rays,3
2006,広島,rays,7
2006,山口,rays,47
2006,徳島,rays,2
2006,香川,rays,4
2006,愛媛,rays,28
2006,高知,rays,1
2006,福岡,rays,58
2006,佐賀,rays,1
2006,長崎,rays,19
2006,熊本,rays,10
2006,大分,rays,4
2006,宮崎,rays,1
2006,鹿児島,rays,2
2006,沖縄,rays,0.25
2003,北海道,red_rock_fish,396
2003,青森,red_rock_fish,192
2003,岩手,red_rock_fish,18
2003,宮城,red_rock_fish,49
2003,秋田,red_rock_fish,0
2003,山形,red_rock_fish,0
2003,福島,red_rock_fish,3
2003,茨城,red_rock_fish,1
2003,千葉,red_rock_fish,84
2003,東京,red_rock_fish,14
2003,神奈川,red_rock_fish,6
2003,新潟,red_rock_fish,0
2003,富山,red_rock_fish,0
2003,石川,red_rock_fish,0
2003,福井,red_rock_fish,0
2003,静岡,red_rock_fish,38
2003,愛知,red_rock_fish,0
2003,三重,red_rock_fish,0
2003,京都,red_rock_fish,0
2003,大阪,red_rock_fish,0
2003,兵庫,red_rock_fish,0
2003,和歌山,red_rock_fish,0
2003,鳥取,red_rock_fish,0
2003,島根,red_rock_fish,0
2003,岡山,red_rock_fish,0
2003,広島,red_rock_fish,0
2003,山口,red_rock_fish,0
2003,徳島,red_rock_fish,0
2003,香川,red_rock_fish,0
2003,愛媛,red_rock_fish,0
2003,高知,red_rock_fish,0
2003,福岡,red_rock_fish,0
2003,佐賀,red_rock_fish,0
2003,長崎,red_rock_fish,0
2003,熊本,red_rock_fish,0
2003,大分,red_rock_fish,0
2003,宮崎,red_rock_fish,0
2003,鹿児島,red_rock_fish,0
2003,沖縄,red_rock_fish,0
2004,愛知,red_rock_fish,0
2004,愛媛,red_rock_fish,0
2004,茨城,red_rock_fish,1
2004,岡山,red_rock_fish,0
2004,沖縄,red_rock_fish,0
2004,岩手,red_rock_fish,19
2004,宮崎,red_rock_fish,0
2004,宮城,red_rock_fish,50
2004,京都,red_rock_fish,0
2004,熊本,red_rock_fish,0
2004,広島,red_rock_fish,0
2004,香川,red_rock_fish,0
